epoch,lr,loss,iou,val_loss,val_iou
0,0.001,0.9876974803298267,0.3222623995706453,1.0252911137111151,0.10487355573850624
1,0.001,0.7671096947655749,0.5353038624543119,0.629100307599822,0.65586531033331
2,0.001,0.6332349261241172,0.609844973055097,0.5957510498032641,0.6502908261984685
